split,label,image_path,xmin,ymin,xmax,ymax,crop_path
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251121_120625_jpg.rf.59cc4e829745028d4da24a4ff7f449b8.jpg,71,184,501,341,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251121_120625_jpg.rf.59cc4e829745028d4da24a4ff7f449b8_37_172_512_353.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251121_120625_jpg.rf.e92ebe67d60db7d1f7e409a1721d978c.jpg,13,184,443,341,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251121_120625_jpg.rf.e92ebe67d60db7d1f7e409a1721d978c_0_172_477_353.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251121_120636_jpg.rf.4a349c3a06b51511fd60ab3b36839506.jpg,122,204,477,344,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251121_120636_jpg.rf.4a349c3a06b51511fd60ab3b36839506_94_193_505_355.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251121_120636_jpg.rf.f40dee475313c8c8f5c4997c66fbcf2e.jpg,122,204,477,344,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251121_120636_jpg.rf.f40dee475313c8c8f5c4997c66fbcf2e_94_193_505_355.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251121_120636_jpg.rf.f8773edec7c5bfa24fd9c6e755314fbd.jpg,122,204,477,344,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251121_120636_jpg.rf.f8773edec7c5bfa24fd9c6e755314fbd_94_193_505_355.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251121_120714_jpg.rf.2e30b0745fdc6423429663a547f2c046.jpg,67,235,513,452,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG_20251121_120714_jpg.rf.2e30b0745fdc6423429663a547f2c046_32_218_512_469.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251121_120714_jpg.rf.43b82ff2cd76d5ae3a0e396155ccaacf.jpg,67,235,513,452,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG_20251121_120714_jpg.rf.43b82ff2cd76d5ae3a0e396155ccaacf_32_218_512_469.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251121_120714_jpg.rf.9fb371f2c2eea88903f5594a6b97f426.jpg,1,235,447,452,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG_20251121_120714_jpg.rf.9fb371f2c2eea88903f5594a6b97f426_0_218_482_469.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251121_120721_jpg.rf.4eb1350a3e8a409db169b76a9c6b5940.jpg,34,237,428,402,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG_20251121_120721_jpg.rf.4eb1350a3e8a409db169b76a9c6b5940_3_224_459_415.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251121_120721_jpg.rf.a146a039b7b4ea92af0dcf219b86a459.jpg,86,237,480,402,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG_20251121_120721_jpg.rf.a146a039b7b4ea92af0dcf219b86a459_55_224_511_415.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251121_120721_jpg.rf.aa0f7ec3b15d4abbdd5f19000bf3d522.jpg,34,237,428,402,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG_20251121_120721_jpg.rf.aa0f7ec3b15d4abbdd5f19000bf3d522_3_224_459_415.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251121_120846_jpg.rf.0b6a766cbd9af86f0ba1810ff6e1385d.jpg,121,290,270,358,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251121_120846_jpg.rf.0b6a766cbd9af86f0ba1810ff6e1385d_110_285_281_363.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251121_120846_jpg.rf.11d636a1b0203fa8840ae738959bb7d9.jpg,121,290,270,358,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251121_120846_jpg.rf.11d636a1b0203fa8840ae738959bb7d9_110_285_281_363.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251121_120846_jpg.rf.ad2df0c565e3de47aa52700f2ee454c2.jpg,245,290,394,358,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251121_120846_jpg.rf.ad2df0c565e3de47aa52700f2ee454c2_234_285_405_363.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251121_120905_jpg.rf.0ea03deeabfd07441b7eba3e82ec86b6.jpg,158,293,278,344,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251121_120905_jpg.rf.0ea03deeabfd07441b7eba3e82ec86b6_149_289_287_348.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251121_120905_jpg.rf.73df2b6a69dcaa8d1b17f6f0c3066890.jpg,236,293,356,344,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251121_120905_jpg.rf.73df2b6a69dcaa8d1b17f6f0c3066890_227_289_365_348.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251121_120905_jpg.rf.7c5c5548fcfb434840fe15b62c7dee33.jpg,158,293,278,344,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251121_120905_jpg.rf.7c5c5548fcfb434840fe15b62c7dee33_149_289_287_348.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251121_120926_jpg.rf.506b6e56390124c059fa2890e760242f.jpg,148,305,295,379,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG_20251121_120926_jpg.rf.506b6e56390124c059fa2890e760242f_137_300_306_384.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251121_120926_jpg.rf.8ee40303cce0f5020454439dc69d5b45.jpg,148,305,295,379,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG_20251121_120926_jpg.rf.8ee40303cce0f5020454439dc69d5b45_137_300_306_384.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251121_120926_jpg.rf.d3842fa24ade1b6e15b47341a3c0620a.jpg,219,305,366,379,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG_20251121_120926_jpg.rf.d3842fa24ade1b6e15b47341a3c0620a_208_300_377_384.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251130_001943_jpg.rf.10e4f8c06adb942d774a82c3cffba2b7.jpg,180,287,403,441,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG_20251130_001943_jpg.rf.10e4f8c06adb942d774a82c3cffba2b7_163_275_420_453.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251130_001943_jpg.rf.2276df4bed781e32eda8dd822213ddb0.jpg,180,287,403,441,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG_20251130_001943_jpg.rf.2276df4bed781e32eda8dd822213ddb0_163_275_420_453.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251130_001943_jpg.rf.79092b6873049606f61437cf6b9b007d.jpg,180,287,403,441,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG_20251130_001943_jpg.rf.79092b6873049606f61437cf6b9b007d_163_275_420_453.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251130_001950_jpg.rf.8aeea278a4bcb507615ceb6f327a6109.jpg,233,334,426,440,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251130_001950_jpg.rf.8aeea278a4bcb507615ceb6f327a6109_218_326_441_448.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251130_001950_jpg.rf.d210133a90bf33429da6a89b4b38c5b3.jpg,233,334,426,440,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251130_001950_jpg.rf.d210133a90bf33429da6a89b4b38c5b3_218_326_441_448.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251130_001950_jpg.rf.d5d5cd9e4940dd371ecdd7f7071eda87.jpg,88,334,281,440,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251130_001950_jpg.rf.d5d5cd9e4940dd371ecdd7f7071eda87_73_326_296_448.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251130_002000_jpg.rf.0620918d4dedb2b28167838ccbe5cfdd.jpg,333,298,442,373,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251130_002000_jpg.rf.0620918d4dedb2b28167838ccbe5cfdd_325_292_450_379.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251130_002000_jpg.rf.3eefeaab64093d1af5866ae302b74fbb.jpg,333,298,442,373,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251130_002000_jpg.rf.3eefeaab64093d1af5866ae302b74fbb_325_292_450_379.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251130_002000_jpg.rf.85bfea3258eb897c286f37ca36e5ed5d.jpg,73,298,182,373,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251130_002000_jpg.rf.85bfea3258eb897c286f37ca36e5ed5d_65_292_190_379.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251130_002010_jpg.rf.3925a52a666c15e576c7665355ce6b60.jpg,102,350,260,479,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG_20251130_002010_jpg.rf.3925a52a666c15e576c7665355ce6b60_90_340_272_489.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251130_002010_jpg.rf.890c49ffaa051174aa971db88f09126e.jpg,254,350,412,479,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG_20251130_002010_jpg.rf.890c49ffaa051174aa971db88f09126e_242_340_424_489.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251130_002010_jpg.rf.c96bacd7a9c957452a07293c8288e343.jpg,102,350,260,479,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG_20251130_002010_jpg.rf.c96bacd7a9c957452a07293c8288e343_90_340_272_489.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251130_002108_jpg.rf.0671b3b467d5d6024525bbbe52ff6922.jpg,159,236,314,343,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251130_002108_jpg.rf.0671b3b467d5d6024525bbbe52ff6922_147_228_326_351.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251130_002108_jpg.rf.3953a1f6a90d8c346bc736e3fbcdc55d.jpg,159,236,314,343,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251130_002108_jpg.rf.3953a1f6a90d8c346bc736e3fbcdc55d_147_228_326_351.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251130_002108_jpg.rf.f906ef9a0b19db743c4f78e1f8e6b66b.jpg,201,236,356,343,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251130_002108_jpg.rf.f906ef9a0b19db743c4f78e1f8e6b66b_189_228_368_351.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251130_083222_jpg.rf.34ce7f25fc27bf7eeee1c712dac2bbc2.jpg,248,246,321,301,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG_20251130_083222_jpg.rf.34ce7f25fc27bf7eeee1c712dac2bbc2_243_242_326_305.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251130_083222_jpg.rf.b11a34c599708b348c9c2af71cc001b9.jpg,248,246,321,301,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG_20251130_083222_jpg.rf.b11a34c599708b348c9c2af71cc001b9_243_242_326_305.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251130_083222_jpg.rf.b9c0232b286cede1ee53b181a03ff4c2.jpg,248,246,321,301,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG_20251130_083222_jpg.rf.b9c0232b286cede1ee53b181a03ff4c2_243_242_326_305.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251130_083233_jpg.rf.639f067a8ff98c423a7923d1f7adcb21.jpg,174,193,236,256,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG_20251130_083233_jpg.rf.639f067a8ff98c423a7923d1f7adcb21_170_188_240_261.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251130_083233_jpg.rf.cc0dbcebc50b1dc873191723ed6dfbd6.jpg,174,193,236,256,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG_20251130_083233_jpg.rf.cc0dbcebc50b1dc873191723ed6dfbd6_170_188_240_261.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251130_083233_jpg.rf.ce13a291290b8ebc2c419c43b8b5f314.jpg,174,193,236,256,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG_20251130_083233_jpg.rf.ce13a291290b8ebc2c419c43b8b5f314_170_188_240_261.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251130_083238_jpg.rf.332a2a5d6c64bcd679db8db088f67119.jpg,167,214,229,254,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251130_083238_jpg.rf.332a2a5d6c64bcd679db8db088f67119_163_211_233_257.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251130_083238_jpg.rf.43c11cea44c7d2b1a4fe507bdd700e71.jpg,167,214,229,254,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251130_083238_jpg.rf.43c11cea44c7d2b1a4fe507bdd700e71_163_211_233_257.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251130_083238_jpg.rf.9b6ab4b3cd58adf4342ac0c4ace3680d.jpg,285,214,347,254,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251130_083238_jpg.rf.9b6ab4b3cd58adf4342ac0c4ace3680d_281_211_351_257.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251201_141729_jpg.rf.79bc1d08ac71ed4fe6b6875fd311888d.jpg,1,239,389,513,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG_20251201_141729_jpg.rf.79bc1d08ac71ed4fe6b6875fd311888d_0_218_420_512.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251201_141729_jpg.rf.c41b3e4f0dbba93271f99f56805c49f1.jpg,1,239,389,513,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG_20251201_141729_jpg.rf.c41b3e4f0dbba93271f99f56805c49f1_0_218_420_512.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251201_141729_jpg.rf.ed1152484c2fe73a26cd78c16c9063f7.jpg,125,239,513,513,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG_20251201_141729_jpg.rf.ed1152484c2fe73a26cd78c16c9063f7_94_218_512_512.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251201_141905_jpg.rf.5a4ca592e64a2a33c2cf2b06a9e768f6.jpg,149,333,305,438,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG_20251201_141905_jpg.rf.5a4ca592e64a2a33c2cf2b06a9e768f6_137_325_317_446.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251201_141905_jpg.rf.89c04eadb6e9470ddc6fd02b93befaf5.jpg,210,333,366,438,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG_20251201_141905_jpg.rf.89c04eadb6e9470ddc6fd02b93befaf5_198_325_378_446.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251201_141905_jpg.rf.f7c9a8788a62eecb7b3cf1b1cb751113.jpg,149,333,305,438,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG_20251201_141905_jpg.rf.f7c9a8788a62eecb7b3cf1b1cb751113_137_325_317_446.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251201_141928_jpg.rf.0f150b77ba14d338fa165fa0ba6246e2.jpg,205,322,336,418,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251201_141928_jpg.rf.0f150b77ba14d338fa165fa0ba6246e2_195_315_346_425.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251201_141928_jpg.rf.58fea94415e2c1fb9da9a32593e58c8f.jpg,179,322,310,418,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251201_141928_jpg.rf.58fea94415e2c1fb9da9a32593e58c8f_169_315_320_425.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251201_141928_jpg.rf.f3376f8afb3142df6756a310608fde88.jpg,205,322,336,418,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251201_141928_jpg.rf.f3376f8afb3142df6756a310608fde88_195_315_346_425.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251201_142041_jpg.rf.08416aceea6f98560810f4b365a289bd.jpg,152,303,301,402,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG_20251201_142041_jpg.rf.08416aceea6f98560810f4b365a289bd_141_296_312_409.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251201_142041_jpg.rf.827c491ee4b092adec01a33e1e97d478.jpg,152,303,301,402,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG_20251201_142041_jpg.rf.827c491ee4b092adec01a33e1e97d478_141_296_312_409.jpg
train,next,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251201_142041_jpg.rf.d4eb51d36856195106e2651a5119254a.jpg,152,303,301,402,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/next/train_next_IMG_20251201_142041_jpg.rf.d4eb51d36856195106e2651a5119254a_141_296_312_409.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251201_142053_jpg.rf.21582eafe1fd4a7ade88f4fd3a6185e3.jpg,228,327,351,414,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251201_142053_jpg.rf.21582eafe1fd4a7ade88f4fd3a6185e3_219_321_360_420.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251201_142053_jpg.rf.2a08317f7189a5d9bd19fef91134d1ef.jpg,228,327,351,414,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251201_142053_jpg.rf.2a08317f7189a5d9bd19fef91134d1ef_219_321_360_420.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251201_142053_jpg.rf.aa909f26793e292de3ed405aac2c87ff.jpg,163,327,286,414,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251201_142053_jpg.rf.aa909f26793e292de3ed405aac2c87ff_154_321_295_420.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251201_142246_jpg.rf.0f1a36bcce5e94f78df895b4d1cd8f32.jpg,134,334,271,438,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251201_142246_jpg.rf.0f1a36bcce5e94f78df895b4d1cd8f32_124_326_281_446.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251201_142246_jpg.rf.39c89c37d5212217ddbe9f0fab43575b.jpg,243,334,380,438,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251201_142246_jpg.rf.39c89c37d5212217ddbe9f0fab43575b_233_326_390_446.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251201_142246_jpg.rf.b5c273e0960a0fe05404b8428be5892e.jpg,134,334,271,438,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251201_142246_jpg.rf.b5c273e0960a0fe05404b8428be5892e_124_326_281_446.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251201_142259_jpg.rf.8977a176040403f2fdf31f0b27207732.jpg,201,342,327,426,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251201_142259_jpg.rf.8977a176040403f2fdf31f0b27207732_191_336_337_432.jpg
train,previous,c:\Users\Lenovo\Documents\CODING\Python\computer_vision\HandGesturePresentationController\Dataset_roboflow\train\IMG_20251201_142259_jpg.rf.b55cac9ce66b6910f48f1195b50f6244.jpg,188,342,314,426,c:/Users/Lenovo/Documents/CODING/Python/computer_vision/HandGesturePresentationController/dataset_final/train/previous/train_previous_IMG_20251201_142259_jpg.rf.b55cac9ce66b6910f48f1195b50f6244_178_336_324_432.jpg
